transaction_id,order_quantity,delivery_time_hours,invoice_amount_usd,return_rate_pct,complaint_count,route_deviation_km,customs_clearance_days,storage_temp_avg,is_anomaly
T000526,538.7781209362387,28.525883812719346,11860.074394446561,1.9967631292663506,0,4.259951403064911,2.376472526265152,5.040326063369664,0
T000354,538.2540820495068,17.96799056484149,11094.500886134774,1.3530469458819794,1,5.227444302971973,2.2683567931494064,4.984577152617065,0
T000168,622.9183625940799,25.920042161567846,14416.50085799368,4.244058511936747,0,6.829132266910133,2.4931160367631664,4.693962547890389,0
T000135,423.8446824573789,26.911622006089225,3225.5308322164638,2.488522179428267,2,8.666987616657204,1.3661899051487287,4.7262422926229934,0
T000937,444.6757815797579,10.67727749097659,9614.959537858222,2.04109735191045,0,9.161031185032385,1.7375685309354938,5.204458244029761,0
A000044,7.220114368918047,235.57967690122564,85.56242930284834,42.023835019879236,30,519.8573011674247,36.184296532987105,27.546779652672633,1
T001253,591.5453521077364,20.263962136098733,10748.91761439824,1.7525239919590134,0,0.0,2.5999276677609595,5.06494997693241,0
T000237,489.3791308281001,28.048401331852645,13399.639275904727,1.7744375216190356,2,8.156571163280105,2.804523892751265,5.1143927657472865,0
T000478,307.13862696132395,24.26313058619845,9557.303663222643,3.2870681783811726,2,0.0,1.397789883736983,5.118982165571526,0
T000650,396.0475324279024,23.134128405499414,9429.279708443772,1.8111076237305859,0,3.1616088906165136,1.6230113523064413,4.907762488855574,0
T000514,736.1890703170213,24.164234872159252,8760.294743285622,2.0511341666228837,1,8.55035608166693,2.51625873660039,4.201471759408113,0
T001103,573.9524800804294,25.663561766196977,7573.41608789216,1.8328731397607971,1,2.6608776723075733,2.003058033504222,2.871581603685383,0
T000968,448.11698190801144,24.22565667782243,10527.338689365402,1.3246035130261369,0,3.883997178454702,1.739751645568262,4.79406353784858,0
A000069,7.220114368918047,179.44706976208374,113.21057774219156,41.570248172347895,24,543.5320380353005,25.68497076194742,24.308148298992133,1
T000584,450.34200462600825,13.289583245121205,7724.595996141021,2.1149853683772766,0,8.058409775088462,1.146053232530654,5.3903264718863,0
T000065,513.3742941286993,16.608847733568133,10415.764857266655,2.404399520928163,0,6.100250125856791,1.522033689547445,6.0032554684988435,0
T000030,625.6504117940111,18.97371675076765,13128.580527054026,2.072453129810938,0,6.293628670504915,1.0660074891397542,3.930414975619329,0
T000904,579.8477010445247,11.677023359018538,6962.952409541202,0.8715812423469462,1,3.1822580851268554,2.4102631041936475,5.743207222878147,0
T000367,572.9832112840642,24.550549960533118,11141.709128230203,2.265007269235057,0,4.048145252423348,1.593222173926194,4.077903070388494,0
T001134,574.8280647148598,22.26187696347869,12638.151256118439,1.5214094483694074,2,5.054452298482339,1.320049772385309,4.753335824039441,0
T001487,274.44790276683113,26.021058137499224,7503.287044576622,2.212163946290012,0,5.591512531953398,1.7864021336274993,4.61725888008424,0
T000485,688.9307222378654,22.413157295418536,8875.76481584812,2.967416351194691,1,5.527509549633422,2.4687053897700837,6.07595750115924,0
A000048,4964.865482911665,277.11854862194417,100.1493264118744,24.31903281861164,22,548.3886298648816,26.208921309707097,24.205954378154967,1
T000374,372.1363295442208,34.19212892270155,9700.427565759795,2.200145033040482,0,1.4474066100902059,1.6620220278451003,4.908758095081588,0
T000029,441.6197233080018,29.069121540150256,11385.715749193943,2.5156628049375556,0,6.339550300133957,2.0109075252780015,4.416407911390875,0
T001142,619.1998915532283,20.8767052976795,10339.542799668543,1.949273323502921,1,16.062400404494902,2.278128695604754,4.357810105434517,0
T000958,548.205072830031,29.252969299570328,4003.5856830191733,1.6540952777959963,0,5.874033383342468,1.7871109188427599,4.450869128284575,0
T001466,366.13172584544964,28.36264424109327,11044.92823478019,1.362184233561167,1,9.975908232849745,2.036346210837938,6.213843182604576,0
T000332,444.1924067714105,17.449503424653983,11422.25152021729,1.310767427864668,0,5.093723368933842,1.5438890827019374,4.218152174679997,0
T000712,591.566469648407,31.27430671733851,9430.419091434467,4.242431157460938,0,2.239125048007594,1.8839537654886582,5.2635693982583875,0
T000070,548.9057500541555,30.40774646554976,11370.138741864877,1.6896745426713733,1,1.2950685088936513,1.5661239676562855,4.914943260949745,0
T000289,446.3446245862973,21.89166319251125,8548.331391725083,3.213008142942167,0,3.687990177844358,2.0723256957702247,5.492422929592279,0
T000987,553.877712691895,27.37948200494301,7649.676007744232,1.6909319777636374,1,4.722395918414418,2.3650760570311085,6.096079589350402,0
A000026,4964.865482911665,98.54892474644434,116.28848310485404,43.892787315217376,25,381.9695243362772,26.0732200439684,15.684980262345785,1
T000416,448.3322892966031,21.81540053904178,10829.401027967891,0.2971494390440681,2,5.88069840168369,2.6018943283324796,6.694453890047153,0
T001087,607.4848721680636,18.169634638469198,8408.251828332664,1.4260978629558232,0,9.501846161405055,2.796873797022015,4.64482267957626,0
T000324,663.4608848829265,22.880112373550467,10451.341931926376,2.156757385179631,2,6.64468315925304,2.1940130990045374,4.99621874001427,0
T000617,582.7224806873749,27.29425086808639,16431.89448622333,1.1115280333300752,1,9.63934104714478,2.3382902100693705,5.584643863950537,0
T000380,411.99100126788534,19.21400778571534,12499.793005091971,3.0109611858611562,1,3.662361991319517,1.809810347471601,4.473165720853514,0
T000173,522.7359920120828,29.886834921430108,6695.19082921446,2.551498529995759,0,4.123225923379625,1.2074702825329804,4.4636587293040595,0
T000634,563.5127093750767,26.703857620343786,8362.757825671633,2.74427582661273,2,8.007915596888624,1.8916134268826743,5.577926405390615,0
T000701,542.3558837016722,25.698896973110514,6012.843235141752,1.9332408218226707,2,4.236801291466505,2.392722315027587,5.185082909239884,0
A000021,4964.865482911665,129.14072911026116,107.42613837135461,44.23126645115504,20,385.4708979790064,30.21627620095866,30.158983307425117,1
T000023,727.2527613804433,22.816286501943367,9132.089005855045,0.7184665525264817,0,2.5778404317915435,2.395235365917462,5.807095602213713,0
A000023,4964.865482911665,160.08626123484078,94.80325559997854,41.90771930592533,24,611.1351866993311,25.990325381128258,25.682383039560023,1
T000032,707.5954111097476,18.13984082716325,9801.055194440944,2.4600280851165888,1,6.686216501543672,2.3255935594513617,5.371257925143113,0
T000566,590.5192567371888,28.82621117962762,7248.049629368405,3.3297307914204186,2,7.048148242787427,1.8314686085629848,5.275145686989051,0
T000099,343.19392405477515,23.55095618324045,11109.46443397839,3.518026291570467,2,4.853767705746401,1.2920536314667799,5.246200444964987,0
T000518,290.8348096635625,26.846298233890156,12685.990155480598,1.3825475889943952,1,7.524429558400133,2.2120037142001574,3.7489585159704477,0
T001187,679.3060991810482,35.387208454794745,13430.176390665047,2.7984368278836502,2,1.477316210652912,1.5599985529958005,4.912385251225891,0
T001352,271.908789179216,26.106006925349096,11087.63169510345,1.1128311510949966,1,4.9868541699403615,1.2329549150245325,5.535723962591644,0
T001175,413.3663382812138,30.00060538323349,11443.534511722311,2.4578240212506657,0,2.9573252803403483,1.6508947618788754,5.026544832968317,0
T000807,514.5120332927604,24.19295171739109,9333.731339684158,1.739356663944875,2,1.553814115372099,1.5008058276873675,4.749602734282436,0
T000394,599.9677096907038,16.587313007262882,10615.687665834379,3.126676679430129,0,2.018628165987363,1.8713581806630866,6.239020239443877,0
T001395,488.996657574029,26.34209249337571,11233.62615747719,3.710706652833669,0,0.6546614530357893,2.7930224283946967,5.084005771913708,0
T001452,511.0206879234124,30.990596478391147,10469.20968212516,1.8480421044421682,0,4.393949844074902,1.9581347251623962,5.389912682716107,0
T000352,428.744534601513,25.91870124335803,7923.538539016157,1.499009403190056,1,6.316514905803404,1.9812004235690233,5.731136907443437,0
T000570,347.874036032174,14.493699439999945,8396.287810913098,0.9061241147197632,1,5.407573548658664,1.6253292747741979,5.3460925196476445,0
T000415,503.17487576237926,23.57524544889168,10148.59792554943,2.2272888828454636,1,4.73135565346895,2.4395960932132676,6.258712503997124,0
T000611,497.3585000912954,26.925692203667438,9634.394896534674,2.489364985275438,1,4.867446208469939,1.7900719044428164,5.392022602654082,0
T000300,303.63298761389285,32.21044811135205,10612.575301292793,2.89833424661066,1,2.999660606386066,2.1028907188862123,4.995761016463792,0
T000069,475.03503343392094,30.766859879743496,9332.335851079633,1.5473408834021711,1,8.48199569620525,2.25472448370535,4.511811754310695,0
T001493,445.6963505070357,25.61849362495152,10204.417999482615,1.1318249807273344,1,9.535840492608461,0.5809352585851968,5.023668341383258,0
T001036,532.5725034243629,14.321531077945137,12427.105890787005,2.330762893258412,0,9.203006169347468,2.1115185255765505,4.222315435160025,0
T000782,715.2486132797318,35.66429205412741,9215.889679497035,1.9920319751387858,1,6.811679037084832,2.529144589049431,5.523392603826567,0
T000059,517.0496307452286,21.75048196769655,9948.595534981627,2.651386712186838,0,8.725523465474646,1.509103824863565,5.156037664441775,0
T000636,458.3782380100676,23.43592653539445,7806.72498272236,3.014847728147081,1,2.0177510165042865,1.633736140093934,5.048454645637365,0
T001018,438.9235092867708,32.78050468786034,13489.310123817379,0.310364545552968,1,4.139904660422064,1.9463015742755898,6.216799719311501,0
T000759,610.8980238527103,19.338060994496505,7251.1397863060765,2.65862180874875,1,5.184783324751066,2.7302626467378177,5.1649965101019495,0
T000677,707.0253084867195,10.774959687524888,10290.20758776726,1.9632596944340859,1,1.551753578915907,1.8283592028520155,5.708394613913653,0
T001292,626.7044662529271,17.13530286825877,10919.76448742764,1.2536521066031194,0,0.0,1.3588940484855163,6.074193245018875,0
T000527,621.258458197355,31.79700460203952,7902.855063503502,3.5941023200093127,1,0.0,2.1884269424579057,4.236395321185761,0
A000053,4964.865482911665,160.07763872491756,95.22127851053828,41.47374369279868,13,521.1317029425544,32.866281857893576,28.467530987195367,1
T000817,504.7699470873629,21.035614284837877,9832.948647628607,1.2650326513232801,2,4.947857801235079,1.5992797979254723,4.49668059597763,0
T000244,600.5326025666313,24.67426008976737,8560.669661648855,3.2668430643004447,1,10.515015507887671,3.004473255595066,5.118482575541527,0
T001043,334.20670062790407,29.370521016386004,7115.184039527954,2.2246136665566536,2,1.627077781035939,2.169510495663163,4.655811731728599,0
T001410,552.8158521711683,21.22682890042226,10968.65087540541,2.0346484367596864,0,11.260393413305742,2.1356669010726472,3.3552220890457978,0
T001073,427.92152031900116,28.219450372934475,7553.971077130436,2.293343090045574,1,3.493121989768768,1.6703034749909043,5.225882962614487,0
T001462,312.0088294628,34.19469011322448,8879.617638651387,1.5603752334656182,1,4.876788410048975,1.4680751845036017,5.505715766750063,0
T001429,404.1899186337805,22.34336731238546,8138.858584486674,3.9104238403739253,2,0.5988473307181827,2.012824774594549,2.418342412586598,0
T001205,353.39403296017304,19.531302899297096,11713.375578637226,2.6698104296701444,0,3.678739617276968,2.7487804037735217,4.528195616161748,0
T001107,400.74390846071583,26.03156249873529,8856.506221163836,0.5194212266389728,3,0.9196171447751382,2.6412859946147877,4.558303934729129,0
T001398,605.264938864776,27.19862166020849,11874.231015968518,1.4242165706569911,0,1.441669166815588,1.668974522200851,5.476833725698232,0
T000535,547.5900834524981,16.41909236963336,9437.258928945514,0.11566998104715509,2,3.357375810664684,1.9790819051428798,3.516006788150753,0
A000067,4964.865482911665,135.29239937661976,109.41754856732314,48.36117153189476,21,307.28045627415406,22.27070515107011,20.971102725208482,1
T001303,613.5641267674806,34.04374865799634,8525.9966303945,1.7196602926574196,0,9.994237198168115,2.10059268469872,4.860863349921187,0
T000298,518.9647397011988,22.630068651873316,9073.183331002989,1.4014546831639643,0,3.0144347169089247,1.1724325173106651,4.729740895715768,0
T000764,429.9473009388967,32.57838435715411,11149.655768762681,0.14401525233684476,1,1.8790451067640248,2.4041837150289616,5.100946525802878,0
T000344,520.0785170391658,25.107875141959532,10674.388845017123,0.38776620089006375,1,4.305556791286715,1.410370999852276,5.228418526655714,0
T000530,429.21437525950716,31.833878208697158,7846.136507486122,3.4488218177872536,0,3.6961106513531714,2.498658040591933,3.9865700961808983,0
T001084,593.7402710472032,28.895435933906903,7996.202498651728,2.9436687296069644,1,7.779344440474957,2.3661742669029797,4.4118339553155845,0
T000534,638.1848035793082,24.069347536628516,10323.976687312419,3.178695984719263,2,2.820149900194711,3.2097328411202724,3.9846407098097627,0
T001285,528.2450489265239,26.862746218727462,9326.253094586833,1.4639056575818008,1,10.563126880690442,1.821411232975932,5.973406590688869,0
T000471,572.1371677788759,28.604634762007134,9812.744428062782,2.2301653220071995,0,10.245619235337932,2.5654693962809256,5.181876642820276,0
T000610,400.1899339764468,24.061352845516474,11240.919604924673,2.5819938044171735,1,7.751502007215095,2.0998449543267266,5.01908296213067,0
T000185,539.1952431600848,21.080765792662113,16459.658253619054,1.9000525981255791,2,3.8568117405169473,2.5294580179476416,5.750004829316558,0
T000707,276.3573796494836,24.588177494662013,8406.519553383761,1.9526861080006856,0,5.218524813907,2.237558976669203,5.561565067007849,0
T000049,351.8147696890981,17.002630632027852,13258.41623761481,1.01129388442595,0,2.892687796872412,1.8640625840452731,4.739513691060852,0
T001114,506.8463064371729,17.558933718620253,7679.5658859344185,0.5215525797291689,2,5.62592605339442,2.6114227450314877,3.40478291698781,0
T000818,601.5046943458476,24.63404835168504,10371.860590114333,2.5994639186251742,0,5.335952969564366,2.2810370031224916,5.751444264505031,0
T000124,620.978818784381,23.48403410612812,7381.579294931642,0.48036581348237495,0,8.82249584177989,1.6110154181901684,4.958296861435314,0
T000903,582.4515156018596,29.334012693738536,11057.090187577927,2.342784043823959,1,1.9361957972486148,1.7681933310981983,4.677273790344392,0
T000339,527.9089685057342,29.953512754531815,7687.119452737168,1.5401684379353702,1,2.2180993552244046,1.968568918573645,4.171090464499206,0
T000834,425.6763633221906,26.259034085864563,10950.350313788174,2.134961056915428,1,6.871853953629797,2.5197124976293406,2.6378963059918057,0
T000907,516.2605345050038,24.357444665883097,10444.929724684946,0.2949912272615407,0,2.63069164035405,2.206155097016767,4.477403821042679,0
T000309,523.4637995941334,21.20345757458934,10292.611949080425,5.148896645046873,3,5.386071206948484,0.8935315102678223,4.794942879600487,0
T000366,527.4003902442759,31.121122743029247,11432.814782598085,1.289885495315302,2,4.515581548944995,1.883485503235929,5.050807500773533,0
T000361,541.4201599430056,26.312461061592288,12285.51739683229,0.9574874628684118,1,1.939551857129791,1.6515578986000825,3.742491658688695,0
T000601,636.7660513651163,26.628819432848744,9059.304584180936,1.3829502118397503,1,8.159773383990778,0.9589104611358275,5.53552871795526,0
T001177,542.3932311613548,23.124282013025795,8748.038494939557,1.5668062506657447,3,3.2896704469985107,2.0583122700056307,5.478213838609996,0
T001405,598.0338670217764,20.738869482329505,10894.208091448672,1.4948792146204049,0,0.9132552584128018,1.4220868047793336,5.530161017064508,0
T000405,550.5062666283551,21.681730557376813,8989.159929890115,0.8286954044550581,1,8.767837896314958,1.5567456300646105,4.61322738886586,0
T001116,646.46672588818,25.25992916448298,9646.796562268113,0.4584338281451319,0,9.102190441429595,0.9663798596704987,6.311539153363693,0
T001339,361.01529339427475,25.063620915050674,7206.54110647361,2.0031928483930526,0,4.113882573386516,1.2660933537505392,5.426060400477907,0
T000561,694.2078010165201,31.39588502629106,9535.874622803998,1.6755820978440048,2,1.2372873959678121,2.001233831286019,4.216847952050514,0
T001138,418.17680164976605,20.850871320394035,11428.501691797801,2.5096838407462165,2,2.612006850141937,2.2475902204243097,4.540727472326859,0
T000247,694.2961434844482,23.22076414129566,12194.355100764591,3.033299000054421,0,0.0,1.8488838140916584,4.580711923498422,0
T000109,554.480684126944,24.1420503379816,12546.681104103285,1.3258810209867136,2,7.4416569461386075,2.724199711625931,4.913976153753531,0
T000220,409.8735774420118,24.06407317941007,6059.422767895672,3.5896615658433904,1,3.523721109103411,0.8645173604361822,4.3782231603626,0
T000203,532.1763559463901,28.086881787392958,6806.680396952377,2.925017468122467,2,6.0833160747092965,1.7648997762958714,4.266630003397951,0
T000847,412.5896437137327,30.72645821069407,9120.688289733032,1.4165562235389173,0,6.9908741549636915,1.636735865803143,4.700898667165394,0
T001225,389.92778003365083,15.337379666540748,11569.08974514913,0.23718377782378397,1,8.299058660119886,1.924673050704227,4.501598947285581,0
T000275,532.8706398625092,31.90127903081089,13901.828342547655,2.015907619823891,1,8.159186719267066,1.7851017810006982,5.260517859031959,0
T000462,538.155157588926,25.98240666603471,12740.685619021519,1.415408554344979,1,6.3983648577495895,2.8271421272326167,4.9763188151124575,0
T001364,543.3732394028019,26.920060116415314,7778.772946669317,1.5144881487005635,0,3.2770572382622127,2.78616993818726,6.103515296996109,0
T000350,504.1799084729497,18.276503148024474,10908.070191751262,1.1873529441109487,0,0.9019762514892182,1.511761027266685,4.970121824807311,0
T000270,626.9266272924928,34.50504642990016,9585.806376926728,3.0537353176489335,1,10.08082012110972,2.7067865172124623,5.84231000486294,0
T000598,577.0266528483104,23.953993187711593,9967.811125687876,0.0,2,3.5665805773993595,1.8479915523670052,4.397729560809998,0
T000051,587.9346547027094,26.059786145544926,8377.069598753234,1.5398300314570759,0,3.229524782639216,1.643589492577883,6.7835717143298675,0
T000076,395.8794862872712,32.342876863227886,5934.052903525602,1.512679463891208,0,2.1541162136485306,1.9539849832053284,4.620046995029738,0
T000551,408.59526791594817,26.798386495485673,7799.551240638282,1.5292025102921292,1,0.0,1.592493778577468,4.922276636293953,0
T001489,491.20735090828583,18.116722037302182,10202.308589399128,1.9748338125940124,2,5.603674793062884,1.1192463011093379,5.968176825213725,0
T001460,566.4086228770223,28.76150470601486,14673.492908049993,0.8436631004732564,3,6.40209581445542,1.9327119660549754,4.588335632127554,0
T001113,545.3428489222349,15.443764024097653,10338.496523485326,1.6913568703117063,1,3.7864664980426594,2.126698076744612,4.601818592772298,0
T000614,399.6413531838558,31.264653131608778,8928.358688561515,3.0736102952456577,0,1.5889688881004638,1.8359746636385306,4.611035902049972,0
T000162,303.21698769074203,25.8039566933158,6689.966211855492,2.4779993874469377,3,8.81174181576598,3.0825411087173027,4.219717369386049,0
T000123,528.0500022919832,28.888952278728667,9466.068107632876,3.76232165216181,4,3.021618864426229,2.092843654421137,4.80246493106075,0
T001409,511.2770745085068,20.98565551367965,12460.715445257007,0.19317720215981327,1,9.278474902148584,1.8690221843706891,5.168289827799131,0
T000438,532.1463087302983,18.73589397714437,10074.386557241338,2.094115413499231,0,2.2206833016326524,1.6713729882216606,5.01787641091372,0
T000855,374.1631405695117,17.894164488997326,7038.668442606619,2.32237737229452,0,4.6323487072431115,2.1641504411900456,5.679784796497695,0
